Type,Symbol,Price,Quantity
ASK,AAPL,9347,31
BID,AAPL,9329,88
ASK,AAPL,9327,61
BID,AAPL,9316,52
ASK,AAPL,9317,50
BID,AAPL,9291,53
ASK,AAPL,9287,37
BID,AAPL,9261,28
ASK,AAPL,9262,82
BID,AAPL,9159,71
ASK,AAPL,9161,31
BID,AAPL,9122,69
ASK,AAPL,9122,8
BID,AAPL,9115,77
ASK,AAPL,9115,35
BID,AAPL,9103,2
ASK,AAPL,9103,77
BID,AAPL,9103,14
ASK,AAPL,9103,91
BID,AAPL,9101,30
ASK,AAPL,9102,30
BID,AAPL,9051,77
ASK,AAPL,905,56
BID,AAPL,8999,61
ASK,AAPL,9002,24
BID,AAPL,8973,47
ASK,AAPL,8973,79
BID,AAPL,8842,77
ASK,AAPL,8848,1
BID,AAPL,8818,31
ASK,AAPL,8821,43
BID,AAPL,8806,79
ASK,AAPL,8807,24
BID,AAPL,879,73
ASK,AAPL,879,72
BID,AAPL,8783,21
ASK,AAPL,8781,48
BID,AAPL,874,102
ASK,AAPL,8738,75
BID,AAPL,8596,92
ASK,AAPL,8596,88
BID,AAPL,8576,85
ASK,AAPL,8577,31
BID,AAPL,8467,68
ASK,AAPL,8469,39
BID,AAPL,8395,6
ASK,AAPL,8398,66
BID,AAPL,8338,91
ASK,AAPL,8339,38
BID,AAPL,8286,31
ASK,AAPL,8287,68
BID,AAPL,8187,40
ASK,AAPL,8181,43
BID,AAPL,8131,100
ASK,AAPL,8131,75
BID,AAPL,8129,58
ASK,AAPL,8128,85
BID,AAPL,8127,52
ASK,AAPL,8124,25
BID,AAPL,8124,23
ASK,AAPL,8124,43
BID,AAPL,8122,63
ASK,AAPL,8124,65
BID,AAPL,8109,81
ASK,AAPL,8109,17
BID,AAPL,8097,73
ASK,AAPL,8098,59
BID,AAPL,8091,59
ASK,AAPL,8091,98
BID,AAPL,8086,7
ASK,AAPL,8086,5
BID,AAPL,806,14
ASK,AAPL,8059,102
BID,AAPL,8044,20
ASK,AAPL,8045,82
BID,AAPL,8039,95
ASK,AAPL,8039,99
BID,AAPL,8039,52
ASK,AAPL,804,40
BID,AAPL,8008,45
ASK,AAPL,8008,68
BID,AAPL,8001,65
ASK,AAPL,8001,60
BID,AAPL,7991,41
ASK,AAPL,799,20
BID,AAPL,7989,96
ASK,AAPL,7982,17
BID,AAPL,7981,33
ASK,AAPL,7981,57
BID,AAPL,7976,54
ASK,AAPL,7975,43
BID,AAPL,7972,56
ASK,AAPL,7972,48
BID,AAPL,7971,101
ASK,AAPL,7972,85
BID,AAPL,797,1
ASK,AAPL,7972,39
BID,AAPL,7967,49
ASK,AAPL,7967,54
BID,AAPL,7967,99
ASK,AAPL,7967,29
BID,AAPL,7958,88
ASK,AAPL,7958,85
BID,AAPL,7956,25
ASK,AAPL,7956,40
BID,AAPL,7955,68
ASK,AAPL,7953,57
BID,AAPL,7949,30
ASK,AAPL,7948,7
BID,AAPL,7946,2
ASK,AAPL,7943,76
BID,AAPL,7943,20
ASK,AAPL,7944,23
BID,AAPL,7925,50
ASK,AAPL,7924,3
BID,AAPL,7924,2
ASK,AAPL,7931,2
BID,AAPL,792,101
ASK,AAPL,7921,86
BID,AAPL,7914,81
ASK,AAPL,7915,59
BID,AAPL,7884,53
ASK,AAPL,7884,92
BID,AAPL,7877,70
ASK,AAPL,7875,67
BID,AAPL,7874,89
ASK,AAPL,7874,94
BID,AAPL,7827,1
ASK,AAPL,7826,30
BID,AAPL,7826,38
ASK,AAPL,7828,61
BID,AAPL,7822,61
ASK,AAPL,7818,50
BID,AAPL,7788,47
ASK,AAPL,7788,72
BID,AAPL,7783,97
ASK,AAPL,7786,83
BID,AAPL,7762,29
ASK,AAPL,776,62
BID,AAPL,7756,92
ASK,AAPL,7754,72
BID,AAPL,7744,29
ASK,AAPL,7743,24
BID,AAPL,7739,75
ASK,AAPL,7743,59
BID,AAPL,7735,47
ASK,AAPL,7735,1
BID,AAPL,7725,50
ASK,AAPL,7724,45
BID,AAPL,7718,76
ASK,AAPL,7718,20
BID,AAPL,7693,29
ASK,AAPL,7694,69
BID,AAPL,7692,27
ASK,AAPL,7692,51
BID,AAPL,7594,52
ASK,AAPL,7594,64
BID,AAPL,7586,55
ASK,AAPL,758,37
BID,AAPL,757,82
ASK,AAPL,7573,24
BID,AAPL,7515,28
ASK,AAPL,7515,41
BID,AAPL,7513,94
ASK,AAPL,7515,75
BID,AAPL,7494,18
ASK,AAPL,7495,91
BID,AAPL,7472,34
ASK,AAPL,7471,90
BID,AAPL,7457,18
ASK,AAPL,7459,14
BID,AAPL,7455,70
ASK,AAPL,7455,97
BID,AAPL,7443,80
ASK,AAPL,7446,3
