Type,Symbol,Price,Quantity
BID,TUS,1539,12
ASK,TUS,1539,54
BID,TUS,1538,22
ASK,TUS,1539,37
BID,TUS,1538,26
ASK,TUS,1537,67
BID,TUS,1536,87
ASK,TUS,1533,8
BID,TUS,1532,21
ASK,TUS,1531,37
BID,TUS,153,24
ASK,TUS,1531,14
BID,TUS,153,11
ASK,TUS,1527,86
BID,TUS,1526,5
ASK,TUS,1527,62
BID,TUS,1526,70
ASK,TUS,1525,52
BID,TUS,1524,76
ASK,TUS,1523,70
BID,TUS,1522,49
ASK,TUS,1523,84
BID,TUS,1522,88
ASK,TUS,1522,7
BID,TUS,1521,79
ASK,TUS,1521,92
BID,TUS,152,14
ASK,TUS,1519,93
BID,TUS,1518,57
ASK,TUS,1516,67
BID,TUS,1515,59
ASK,TUS,1514,16
BID,TUS,1513,33
ASK,TUS,1513,4
BID,TUS,1512,73
ASK,TUS,1513,26
BID,TUS,1512,98
ASK,TUS,1512,45
BID,TUS,1511,76
ASK,TUS,1512,81
BID,TUS,1511,62
ASK,TUS,1509,17
BID,TUS,1508,68
ASK,TUS,1507,7
BID,TUS,1506,85
ASK,TUS,1507,61
BID,TUS,1506,79
ASK,TUS,1503,4
BID,TUS,1502,45
ASK,TUS,1503,35
BID,TUS,1502,10
ASK,TUS,1501,76
BID,TUS,150,31
ASK,TUS,1501,20
BID,TUS,150,33
ASK,TUS,1496,14
BID,TUS,1495,76
ASK,TUS,1496,53
BID,TUS,1495,6
ASK,TUS,1495,95
BID,TUS,1494,6
ASK,TUS,1494,7
BID,TUS,1493,62
ASK,TUS,1491,43
BID,TUS,149,102
ASK,TUS,149,18
BID,TUS,1489,53
ASK,TUS,1488,65
BID,TUS,1487,91
ASK,TUS,1484,15
BID,TUS,1483,42
ASK,TUS,1483,73
BID,TUS,1482,39
ASK,TUS,1481,31
BID,TUS,148,63
ASK,TUS,148,87
BID,TUS,1479,99
ASK,TUS,1479,85
BID,TUS,1478,88
ASK,TUS,1479,23
BID,TUS,1478,52
ASK,TUS,1479,62
BID,TUS,1478,3
