Type,Symbol,Price,Quantity
BID,BSX,3557,76
ASK,BSX,3556,50
BID,BSX,3555,43
ASK,BSX,3554,74
BID,BSX,3553,27
ASK,BSX,3551,91
BID,BSX,355,21
ASK,BSX,355,82
BID,BSX,3549,95
ASK,BSX,3548,8
BID,BSX,3547,46
ASK,BSX,3547,53
BID,BSX,3546,78
ASK,BSX,3545,25
BID,BSX,3544,18
ASK,BSX,3545,94
BID,BSX,3544,14
ASK,BSX,3543,24
BID,BSX,3542,46
ASK,BSX,354,49
BID,BSX,3539,61
ASK,BSX,354,59
BID,BSX,3538,40
ASK,BSX,354,29
BID,BSX,3538,6
ASK,BSX,3534,53
BID,BSX,3533,54
ASK,BSX,3533,47
BID,BSX,3532,98
ASK,BSX,353,60
BID,BSX,3529,86
ASK,BSX,353,26
BID,BSX,3529,69
ASK,BSX,3528,20
BID,BSX,3527,65
ASK,BSX,3525,93
BID,BSX,3524,38
ASK,BSX,3523,39
BID,BSX,3522,62
ASK,BSX,3522,3
BID,BSX,3521,2
ASK,BSX,3522,69
BID,BSX,3521,19
ASK,BSX,3517,33
BID,BSX,3516,18
ASK,BSX,3515,98
BID,BSX,3513,87
ASK,BSX,3514,68
BID,BSX,3513,60
ASK,BSX,3511,17
BID,BSX,351,7
ASK,BSX,3515,41
BID,BSX,3508,51
ASK,BSX,3506,4
BID,BSX,3505,92
ASK,BSX,3505,20
BID,BSX,3504,30
ASK,BSX,3507,3
BID,BSX,3503,100
ASK,BSX,3492,52
BID,BSX,349,25
ASK,BSX,3483,29
BID,BSX,3482,25
ASK,BSX,3483,57
BID,BSX,3481,88
ASK,BSX,3482,79
BID,BSX,3481,93
ASK,BSX,3481,24
BID,BSX,3468,45
ASK,BSX,3469,57
BID,BSX,3468,91
ASK,BSX,3467,3
BID,BSX,3466,44
ASK,BSX,3466,37
BID,BSX,3465,51
ASK,BSX,3465,12
BID,BSX,3464,34
ASK,BSX,3459,52
BID,BSX,3458,100
ASK,BSX,3459,14
BID,BSX,3458,4
ASK,BSX,3455,48
BID,BSX,3454,35
ASK,BSX,3455,53
