index,word0,word1,engine_id,quantity,price,timestamp
1125,0x82b82e26,0x012910d8,1,41,43.12,2193108518
1126,0x82b830cd,0x06410778,6,65,19.12,2193109197
1127,0x82b82ff8,0x03022f19,3,2,120.57,2193108984
1128,0x82b830c2,0x00173a18,0,23,148.72,2193109186
1129,0x82b83176,0x020746de,2,7,181.42,2193109366
1130,0x82b82e61,0x0402697e,4,2,270.06,2193108577
1131,0x82b831c3,0x07281295,7,40,47.57,2193109443
1132,0x82b8312f,0x060d0778,6,13,19.12,2193109295
1133,0x82b82ed3,0x040c6943,4,12,269.47,2193108691
1134,0x82b83109,0x051a2289,5,26,88.41,2193109257
1135,0x82b82e76,0x011f10d8,1,31,43.12,2193108598
1136,0x82b83140,0x052d2286,5,45,88.38,2193109312
1137,0x82b82ff8,0x03302f19,3,48,120.57,2193108984
1138,0x82b831c3,0x070e1295,7,14,47.57,2193109443
1139,0x82b830c2,0x00033a18,0,3,148.72,2193109186
1140,0x82b83176,0x020c46de,2,12,181.42,2193109366
1141,0x82b8312f,0x06180778,6,24,19.12,2193109295
1142,0x82b82ed3,0x04056943,4,5,269.47,2193108691
1143,0x82b83221,0x07081294,7,8,47.56,2193109537
1144,0x82b83065,0x030e2f16,3,14,120.54,2193109093
1145,0x82b831ab,0x00253a14,0,37,148.68,2193109419
1146,0x82b83140,0x05022286,5,2,88.38,2193109312
1147,0x82b830a9,0x03162f0f,3,22,120.47,2193109161
1148,0x82b82e76,0x013510d8,1,53,43.12,2193108598
1149,0x82b83214,0x00063a12,0,6,148.66,2193109524
1150,0x82b83176,0x023746de,2,55,181.42,2193109366
1151,0x82b831b4,0x05182285,5,24,88.37,2193109428
1152,0x82b8312f,0x06160778,6,22,19.12,2193109295
1153,0x82b82ed3,0x04066943,4,6,269.47,2193108691
1154,0x82b83221,0x07351294,7,53,47.56,2193109537
1155,0x82b82f29,0x010d10d8,1,13,43.12,2193108777
1156,0x82b831eb,0x05382285,5,56,88.37,2193109483
1157,0x82b831c2,0x021946d3,2,25,181.31,2193109442
1158,0x82b81862,0x001705f9,0,23,15.29,2193102946
1159,0x82b830a9,0x03042f0f,3,4,120.47,2193109161
1160,0x82b82f79,0x011710d7,1,23,43.11,2193108857
1161,0x82b81997,0x000b05f4,0,11,15.24,2193103255
1162,0x82b831eb,0x05242285,5,36,88.37,2193109483
1163,0x82b8312f,0x06060778,6,6,19.12,2193109295
1164,0x82b82ed3,0x040b6943,4,11,269.47,2193108691
1165,0x82b83221,0x07111294,7,17,47.56,2193109537
1166,0x82b831c2,0x023146d3,2,49,181.31,2193109442
1167,0x82b83173,0x060d0778,6,13,19.12,2193109363
1168,0x82b83268,0x07211292,7,33,47.54,2193109608
1169,0x82b830a9,0x030a2f0f,3,10,120.47,2193109161
1170,0x82b82f79,0x010410d7,1,4,43.11,2193108857
1171,0x82b83334,0x00173a09,0,23,148.57,2193109812
1172,0x82b831eb,0x05032285,5,3,88.37,2193109483
1173,0x82b8312a,0x03272f02,3,39,120.34,2193109290
1174,0x82b82ed3,0x04046943,4,4,269.47,2193108691
1175,0x82b83245,0x052e2285,5,46,88.37,2193109573
1176,0x82b82fc9,0x010610d7,1,6,43.11,2193108937
1177,0x82b83173,0x06300778,6,48,19.12,2193109363
1178,0x82b83268,0x07311292,7,49,47.54,2193109608
1179,0x82b831c2,0x020946d3,2,9,181.31,2193109442
1180,0x82b8329b,0x05222284,5,34,88.36,2193109659
1181,0x82b832c5,0x07291292,7,41,47.54,2193109701
1182,0x82b83334,0x00023a09,0,2,148.57,2193109812
1183,0x82b83019,0x011010d5,1,16,43.09,2193109017
1184,0x82b8312a,0x030e2f02,3,14,120.34,2193109290
1185,0x82b82ed3,0x041e6943,4,30,269.47,2193108691
1186,0x82b83308,0x07081292,7,8,47.54,2193109768
1187,0x82b83211,0x022b46d1,2,43,181.29,2193109521
1188,0x82b83097,0x011510d5,1,21,43.09,2193109143
1189,0x82b8329b,0x052f2284,5,47,88.36,2193109659
1190,0x82b83173,0x06060778,6,6,19.12,2193109363
1191,0x82b8316e,0x03452f01,3,69,120.33,2193109358
1192,0x82b8330c,0x05152283,5,21,88.35,2193109772
1193,0x82b83334,0x00103a09,0,16,148.57,2193109812
1194,0x82b83197,0x061f0778,6,31,19.12,2193109399
1195,0x82b83308,0x07141292,7,20,47.54,2193109768
1196,0x82b8325d,0x024a46c1,2,74,181.13,2193109597
1197,0x82b82ed3,0x04106943,4,16,269.47,2193108691
1198,0x82b831db,0x06030777,6,3,19.11,2193109467
1199,0x82b83097,0x010e10d5,1,14,43.09,2193109143
1200,0x82b8316e,0x03052f01,3,5,120.33,2193109358
1201,0x82b83343,0x05362282,5,54,88.34,2193109827
1202,0x82b8326e,0x06220777,6,34,19.11,2193109614
1203,0x82b83334,0x00323a09,0,50,148.57,2193109812
1204,0x82b82f49,0x0412693b,4,18,269.39,2193108809
1205,0x82b831d4,0x034c2ef6,3,76,120.22,2193109460
1206,0x82b83308,0x07021292,7,2,47.54,2193109768
1207,0x82b832f6,0x06190775,6,25,19.09,2193109750
1208,0x82b8325d,0x020946c1,2,9,181.13,2193109597
1209,0x82b832e8,0x03032ee6,3,3,120.06,2193109736
1210,0x82b82f92,0x042768fa,4,39,268.74,2193108882
1211,0x82b83343,0x05192282,5,25,88.34,2193109827
1212,0x82b83097,0x013d10d5,1,61,43.09,2193109143
1213,0x82b83315,0x020d46b8,2,13,181.04,2193109781
1214,0x82b8332c,0x03122edc,3,18,119.96,2193109804
1215,0x82b82ffb,0x040b68fa,4,11,268.74,2193108987
1216,0x82b833b7,0x050c2282,5,12,88.34,2193109943
1217,0x82b83334,0x00033a09,0,3,148.57,2193109812
1218,0x82b83308,0x070e1292,7,14,47.54,2193109768
1219,0x82b83112,0x010110d2,1,1,43.06,2193109266
1220,0x82b832f6,0x060d0775,6,13,19.09,2193109750
1221,0x82b8336d,0x073c1292,7,60,47.54,2193109869
1222,0x82b833b7,0x05182282,5,24,88.34,2193109943
1223,0x82b83315,0x024146b8,2,65,181.04,2193109781
1224,0x82b83363,0x063d0775,6,61,19.09,2193109859
1225,0x82b8332c,0x030b2edc,3,11,119.96,2193109804
1226,0x82b82ffb,0x044b68fa,4,75,268.74,2193108987
1227,0x82b833e2,0x071c1291,7,28,47.53,2193109986
1228,0x82b83334,0x00063a09,0,6,148.57,2193109812
1229,0x82b8335c,0x021946ae,2,25,180.94,2193109852
1230,0x82b83395,0x03172edc,3,23,119.96,2193109909
1231,0x82b83112,0x011d10d2,1,29,43.06,2193109266
1232,0x82b833c6,0x00493a00,0,73,148.48,2193109958
1233,0x82b833b7,0x05022282,5,2,88.34,2193109943
1234,0x82b83363,0x06120775,6,18,19.09,2193109859
1235,0x82b83162,0x010410d2,1,4,43.06,2193109346
1236,0x82b833e2,0x07411291,7,65,47.53,2193109986
1237,0x82b82ffb,0x040a68fa,4,10,268.74,2193108987
1238,0x82b833a7,0x062b0775,6,43,19.09,2193109927
1239,0x82b83395,0x032d2edc,3,45,119.96,2193109909
1240,0x82b8335c,0x020946ae,2,9,180.94,2193109852
1241,0x82b8303f,0x043868f7,4,56,268.71,2193109055
1242,0x82b833b7,0x05312282,5,49,88.34,2193109943
1243,0x82b833c6,0x000f3a00,0,15,148.48,2193109958
1244,0x82b833f7,0x03072ed1,3,7,119.85,2193110007
1245,0x82b833e2,0x07091291,7,9,47.53,2193109986
1246,0x82b830d3,0x041668de,4,22,268.46,2193109203
1247,0x82b83162,0x011b10d2,1,27,43.06,2193109346
1248,0x82b83412,0x002a39ff,0,42,148.47,2193110034
1249,0x82b833a7,0x060f0775,6,15,19.09,2193109927
1250,0x82b83425,0x07431291,7,67,47.53,2193110053
1251,0x82b8335c,0x021146ae,2,17,180.94,2193109852
1252,0x82b833b7,0x05072282,5,7,88.34,2193109943
1253,0x82b8346c,0x07041291,7,4,47.53,2193110124
1254,0x82b8345b,0x000439ff,0,4,148.47,2193110107
1255,0x82b833f7,0x03112ed1,3,17,119.85,2193110007
1256,0x82b8340f,0x05242282,5,36,88.34,2193110031
1257,0x82b830d3,0x040d68de,4,13,268.46,2193109203
1258,0x82b834eb,0x07011290,7,1,47.52,2193110251
1259,0x82b83162,0x012510d2,1,37,43.06,2193109346
1260,0x82b833a7,0x06050775,6,5,19.09,2193109927
1261,0x82b8335c,0x020246ae,2,2,180.94,2193109852
1262,0x82b8313c,0x044b68c8,4,75,268.24,2193109308
1263,0x82b833f7,0x033e2ed1,3,62,119.85,2193110007
1264,0x82b831b2,0x011210d0,1,18,43.04,2193109426
1265,0x82b8340f,0x052b2282,5,43,88.34,2193110031
1266,0x82b8345b,0x003339ff,0,51,148.47,2193110107
1267,0x82b834eb,0x070e1290,7,14,47.52,2193110251
1268,0x82b831a6,0x040e68c1,4,14,268.17,2193109414
1269,0x82b83449,0x0523227f,5,35,88.31,2193110089
1270,0x82b8350b,0x000939f5,0,9,148.37,2193110283
1271,0x82b8352e,0x073c128f,7,60,47.51,2193110318
1272,0x82b8335c,0x020e46ae,2,14,180.94,2193109852
1273,0x82b833a7,0x06130775,6,19,19.09,2193109927
1274,0x82b833f7,0x03052ed1,3,5,119.85,2193110007
1275,0x82b831b2,0x012510d0,1,37,43.04,2193109426
1276,0x82b83478,0x06150775,6,21,19.09,2193110136
1277,0x82b83449,0x051f227f,5,31,88.31,2193110089
1278,0x82b831a6,0x040a68c1,4,10,268.17,2193109414
1279,0x82b8349f,0x031e2ed0,3,30,119.84,2193110175
1280,0x82b8352e,0x0704128f,7,4,47.51,2193110318
1281,0x82b8350b,0x002139f5,0,33,148.37,2193110283
1282,0x82b83249,0x010910cf,1,9,43.03,2193109577
1283,0x82b834a1,0x051d227d,5,29,88.29,2193110177
1284,0x82b834e2,0x06010774,6,1,19.08,2193110242
1285,0x82b8335c,0x020746ae,2,7,180.94,2193109852
1286,0x82b83501,0x030a2eca,3,10,119.78,2193110273
1287,0x82b835c0,0x0710128f,7,16,47.51,2193110464
1288,0x82b83212,0x0405688e,4,5,267.66,2193109522
1289,0x82b835a6,0x001239f3,0,18,148.35,2193110438
1290,0x82b83299,0x010a10cf,1,10,43.03,2193109657
1291,0x82b83545,0x061b0774,6,27,19.08,2193110341
1292,0x82b82e7e,0x074b01dc,7,75,4.76,2193108606
1293,0x82b8327c,0x04216887,4,33,267.59,2193109628
1294,0x82b834a1,0x0537227d,5,55,88.29,2193110177
1295,0x82b83501,0x030c2eca,3,12,119.78,2193110273
1296,0x82b832c0,0x04086866,4,8,267.26,2193109696
1297,0x82b8335c,0x020746ae,2,7,180.94,2193109852
1298,0x82b834db,0x050f227a,5,15,88.26,2193110235
1299,0x82b835a6,0x000639f3,0,6,148.35,2193110438
1300,0x82b82e7e,0x070401dc,7,4,4.76,2193108606
1301,0x82b83545,0x06090774,6,9,19.08,2193110341
1302,0x82b83299,0x011110cf,1,17,43.03,2193109657
1303,0x82b83564,0x03272ea2,3,39,119.38,2193110372
1304,0x82b82ee4,0x074701dc,7,71,4.76,2193108708
1305,0x82b833e3,0x020d46a8,2,13,180.88,2193109987
1306,0x82b83618,0x003839e3,0,56,148.19,2193110552
1307,0x82b835a8,0x03332e57,3,51,118.63,2193110440
1308,0x82b8361d,0x070c01db,7,12,4.75,2193110557
1309,0x82b834db,0x0547227a,5,71,88.26,2193110235
1310,0x82b832c0,0x04026866,4,2,267.26,2193109696
1311,0x82b83330,0x014810ce,1,72,43.02,2193109808
1312,0x82b83545,0x06200774,6,32,19.08,2193110341
1313,0x82b83304,0x0417683e,4,23,266.86,2193109764
1314,0x82b833e3,0x020646a8,2,6,180.88,2193109987
1315,0x82b83589,0x061a0773,6,26,19.07,2193110409
1316,0x82b835a8,0x03012e57,3,1,118.63,2193110440
1317,0x82b83702,0x0736128c,7,54,47.48,2193110786
1318,0x82b834db,0x0507227a,5,7,88.26,2193110235
1319,0x82b83676,0x03272e45,3,39,118.45,2193110646
1320,0x82b83681,0x001b39de,0,27,148.14,2193110657
1321,0x82b833ef,0x013710cd,1,55,43.01,2193109999
1322,0x82b8351e,0x050b2279,5,11,88.25,2193110302
1323,0x82b83304,0x041d683e,4,29,266.86,2193109764
1324,0x82b836f9,0x03252e45,3,37,118.45,2193110777
1325,0x82b83589,0x06060773,6,6,19.07,2193110409
1326,0x82b833e3,0x021f46a8,2,31,180.88,2193109987
1327,0x82b83702,0x071e128c,7,30,47.48,2193110786
1328,0x82b8355d,0x05352279,5,53,88.25,2193110365
1329,0x82b8343f,0x011610cd,1,22,43.01,2193110079
1330,0x82b83348,0x0417682a,4,23,266.66,2193109832
1331,0x82b835ba,0x05102275,5,16,88.21,2193110458
1332,0x82b83747,0x070f128a,7,15,47.46,2193110855
1333,0x82b8342e,0x020e46a3,2,14,180.83,2193110062
1334,0x82b83681,0x000239de,0,2,148.14,2193110657
1335,0x82b83589,0x06160773,6,22,19.07,2193110409
1336,0x82b836f9,0x03072e45,3,7,118.45,2193110777
1337,0x82b83348,0x0418682a,4,24,266.66,2193109832
1338,0x82b8343f,0x011710cd,1,23,43.01,2193110079
1339,0x82b835ba,0x05052275,5,5,88.21,2193110458
1340,0x82b836ea,0x000339de,0,3,148.14,2193110762
1341,0x82b83747,0x072d128a,7,45,47.46,2193110855
1342,0x82b835d5,0x06100773,6,16,19.07,2193110485
1343,0x82b8342e,0x023346a3,2,51,180.83,2193110062
1344,0x82b837a5,0x070c1289,7,12,47.45,2193110949
1345,0x82b83500,0x021b469c,2,27,180.76,2193110272
1346,0x82b8377d,0x03292e41,3,41,118.41,2193110909
1347,0x82b835ba,0x05332275,5,51,88.21,2193110458
1348,0x82b835d5,0x060b0773,6,11,19.07,2193110485
1349,0x82b83348,0x041c682a,4,28,266.66,2193109832
1350,0x82b8343f,0x011d10cd,1,29,43.01,2193110079
1351,0x82b8368c,0x06190773,6,25,19.07,2193110668
1352,0x82b83396,0x0409682a,4,9,266.66,2193109910
1353,0x82b83718,0x000939d2,0,9,148.02,2193110808
1354,0x82b834b4,0x013d10cd,1,61,43.01,2193110196
1355,0x82b8377d,0x03232e41,3,35,118.41,2193110909
1356,0x82b83500,0x0237469c,2,55,180.76,2193110272
1357,0x82b835ba,0x05052275,5,5,88.21,2193110458
1358,0x82b837a5,0x071e1289,7,30,47.45,2193110949
1359,0x82b8354b,0x0215469c,2,21,180.76,2193110347
1360,0x82b83396,0x0423682a,4,35,266.66,2193109910
1361,0x82b83803,0x07131289,7,19,47.45,2193111043
1362,0x82b8368c,0x06200773,6,32,19.07,2193110668
1363,0x82b834b4,0x011410cd,1,20,43.01,2193110196
1364,0x82b83613,0x051b2273,5,27,88.19,2193110547
1365,0x82b83718,0x000839d2,0,8,148.02,2193110808
1366,0x82b8377d,0x030b2e41,3,11,118.41,2193110909
1367,0x82b836d8,0x06020772,6,2,19.06,2193110744
1368,0x82b8366c,0x05082273,5,8,88.19,2193110636
1369,0x82b83579,0x010210cb,1,2,42.99,2193110393
1370,0x82b8354b,0x0201469c,2,1,180.76,2193110347
1371,0x82b83803,0x071b1289,7,27,47.45,2193111043
1372,0x82b8385a,0x03222e09,3,34,117.85,2193111130
1373,0x82b83396,0x0429682a,4,41,266.66,2193109910
1374,0x82b83592,0x0250469c,2,80,180.76,2193110418
1375,0x82b8382c,0x070e1288,7,14,47.44,2193111084
1376,0x82b836d8,0x06250772,6,37,19.06,2193110744
1377,0x82b833df,0x04086802,4,8,266.26,2193109983
1378,0x82b8384c,0x002739c7,0,39,147.91,2193111116
1379,0x82b8366c,0x051c2273,5,28,88.19,2193110636
1380,0x82b83579,0x010510cb,1,5,42.99,2193110393
1381,0x82b836c9,0x052b2272,5,43,88.18,2193110729
1382,0x82b83592,0x0201469c,2,1,180.76,2193110418
1383,0x82b8382c,0x07221288,7,34,47.44,2193111084
1384,0x82b836d8,0x061b0772,6,27,19.06,2193110744
1385,0x82b835ee,0x013010cb,1,48,42.99,2193110510
1386,0x82b833df,0x04036802,4,3,266.26,2193109983
1387,0x82b838ce,0x032f2df4,3,47,117.64,2193111246
1388,0x82b8384c,0x002139c7,0,33,147.91,2193111116
1389,0x82b83689,0x011210c9,1,18,42.97,2193110665
1390,0x82b836c9,0x052c2272,5,44,88.18,2193110729
1391,0x82b834a0,0x043967fd,4,57,266.21,2193110176
1392,0x82b8382c,0x07021288,7,2,47.44,2193111084
1393,0x82b83704,0x05172271,5,23,88.17,2193110788
1394,0x82b836d8,0x060b0772,6,11,19.06,2193110744
1395,0x82b838a7,0x000339c4,0,3,147.88,2193111207
1396,0x82b834e4,0x042767be,4,39,265.58,2193110244
1397,0x82b83592,0x0213469c,2,19,180.76,2193110418
1398,0x82b8388c,0x072a1288,7,42,47.44,2193111180
1399,0x82b838ce,0x030a2df4,3,10,117.64,2193111246
1400,0x82b837a3,0x0507226b,5,7,88.11,2193110947
1401,0x82b8373a,0x06170771,6,23,19.05,2193110842
1402,0x82b83904,0x002a39bd,0,42,147.81,2193111300
1403,0x82b83689,0x012a10c9,1,42,42.97,2193110665
1404,0x82b838ec,0x071d1287,7,29,47.43,2193111276
1405,0x82b834e4,0x041367be,4,19,265.58,2193110244
1406,0x82b835dd,0x024a4698,2,74,180.72,2193110493
1407,0x82b837a3,0x0538226b,5,56,88.11,2193110947
1408,0x82b838ce,0x032c2df4,3,44,117.64,2193111246
1409,0x82b8373a,0x06170771,6,23,19.05,2193110842
1410,0x82b838ec,0x072a1287,7,42,47.43,2193111276
1411,0x82b838fe,0x03202de3,3,32,117.47,2193111294
1412,0x82b83689,0x010210c9,1,2,42.97,2193110665
1413,0x82b83904,0x001c39bd,0,28,147.81,2193111300
1414,0x82b8377e,0x060c0771,6,12,19.05,2193110910
1415,0x82b834e4,0x040f67be,4,15,265.58,2193110244
1416,0x82b837a3,0x051a226b,5,26,88.11,2193110947
1417,0x82b83714,0x013a10c6,1,58,42.94,2193110804
1418,0x82b835dd,0x02044698,2,4,180.72,2193110493
1419,0x82b83576,0x040167b7,4,1,265.51,2193110390
1420,0x82b837de,0x0528226b,5,40,88.11,2193111006
1421,0x82b838ec,0x07111287,7,17,47.43,2193111276
1422,0x82b838fe,0x03322de3,3,50,117.47,2193111294
1423,0x82b8377e,0x06040771,6,4,19.05,2193110910
1424,0x82b83605,0x041367b4,4,19,265.48,2193110533
1425,0x82b83624,0x0230468e,2,48,180.62,2193110564
1426,0x82b83932,0x07111286,7,17,47.42,2193111346
1427,0x82b83904,0x000f39bd,0,15,147.81,2193111300
1428,0x82b837de,0x0508226b,5,8,88.11,2193111006
1429,0x82b83674,0x020b4685,2,11,180.53,2193110644
1430,0x82b83714,0x010510c6,1,5,42.94,2193110804
1431,0x82b839ab,0x003a39a5,0,58,147.57,2193111467
1432,0x82b83819,0x05402263,5,64,88.03,2193111065
1433,0x82b8377e,0x064c0771,6,76,19.05,2193110910
1434,0x82b838fe,0x03082de3,3,8,117.47,2193111294
1435,0x82b83605,0x041f67b4,4,31,265.48,2193110533
1436,0x82b83932,0x07461286,7,70,47.42,2193111346
1437,0x82b8378d,0x011810c6,1,24,42.94,2193110925
1438,0x82b837e6,0x06050770,6,5,19.04,2193111014
1439,0x82b83674,0x02074685,2,7,180.53,2193110644
1440,0x82b8394d,0x033c2dd4,3,60,117.32,2193111373
1441,0x82b836c2,0x0415679f,4,21,265.27,2193110722
1442,0x82b837dd,0x010310c4,1,3,42.92,2193111005
1443,0x82b83819,0x05152263,5,21,88.03,2193111065
1444,0x82b839ab,0x000339a5,0,3,147.57,2193111467
1445,0x82b8372b,0x0421679b,4,33,265.23,2193110827
1446,0x82b83998,0x030d2d61,3,13,116.17,2193111448
1447,0x82b83932,0x07061286,7,6,47.42,2193111346
1448,0x82b83861,0x0505225f,5,5,87.99,2193111137
1449,0x82b837e6,0x06560770,6,86,19.04,2193111014
1450,0x82b838c0,0x0517225c,5,23,87.96,2193111232
1451,0x82b83674,0x023b4685,2,59,180.53,2193110644
1452,0x82b837dd,0x015c10c4,1,92,42.92,2193111005
1453,0x82b83845,0x0604076f,6,4,19.03,2193111109
1454,0x82b8372b,0x0418679b,4,24,265.23,2193110827
1455,0x82b83932,0x07081286,7,8,47.42,2193111346
1456,0x82b83998,0x03052d61,3,5,116.17,2193111448
1457,0x82b839ab,0x001339a5,0,19,147.57,2193111467
1458,0x82b83852,0x010810c3,1,8,42.91,2193111122
1459,0x82b838c0,0x0501225c,5,1,87.96,2193111232
1460,0x82b839b4,0x07131285,7,19,47.41,2193111476
1461,0x82b83a08,0x00023993,0,2,147.39,2193111560
1462,0x82b83674,0x02104685,2,16,180.53,2193110644
1463,0x82b83845,0x061c076f,6,28,19.03,2193111109
1464,0x82b83ae7,0x07051283,7,5,47.39,2193111783
1465,0x82b8372b,0x041d679b,4,29,265.23,2193110827
1466,0x82b838c0,0x0502225c,5,2,87.96,2193111232
1467,0x82b836e8,0x020d4680,2,13,180.48,2193110760
1468,0x82b83998,0x03412d61,3,65,116.17,2193111448
1469,0x82b83852,0x013010c3,1,48,42.91,2193111122
1470,0x82b83a47,0x03122d0b,3,18,115.31,2193111623
1471,0x82b83845,0x060f076f,6,15,19.03,2193111109
1472,0x82b83a08,0x00203993,0,32,147.39,2193111560
1473,0x82b83794,0x042f6786,4,47,265.02,2193110932
1474,0x82b83ae7,0x072c1283,7,44,47.39,2193111783
1475,0x82b838c0,0x051c225c,5,28,87.96,2193111232
1476,0x82b83ae5,0x03092cf8,3,9,115.12,2193111781
1477,0x82b838ad,0x0603076f,6,3,19.03,2193111213
1478,0x82b836e8,0x021f4680,2,31,180.48,2193110760
1479,0x82b83852,0x011510c3,1,21,42.91,2193111122
1480,0x82b83734,0x0205467c,2,5,180.44,2193110836
1481,0x82b83ae7,0x071e1283,7,30,47.39,2193111783
1482,0x82b837d8,0x040a6779,4,10,264.89,2193111000
1483,0x82b838c0,0x0507225c,5,7,87.96,2193111232
1484,0x82b83a08,0x00173993,0,23,147.39,2193111560
1485,0x82b83812,0x0211466f,2,17,180.31,2193111058
1486,0x82b83a26,0x012610bf,1,38,42.87,2193111590
1487,0x82b8399e,0x052a2255,5,42,87.89,2193111454
1488,0x82b838ad,0x060d076f,6,13,19.03,2193111213
1489,0x82b83b6e,0x07361282,7,54,47.38,2193111918
1490,0x82b83846,0x040a6776,4,10,264.86,2193111110
1491,0x82b83a86,0x0043398f,0,67,147.35,2193111686
1492,0x82b8387e,0x02274665,2,39,180.21,2193111166
1493,0x82b83ae5,0x03252cf8,3,37,115.12,2193111781
1494,0x82b8398c,0x04036757,4,3,264.55,2193111436
1495,0x82b8398f,0x02074656,2,7,180.06,2193111439
1496,0x82b8399e,0x05312255,5,49,87.89,2193111454
1497,0x82b83b6e,0x072a1282,7,42,47.38,2193111918
1498,0x82b83a26,0x010610bf,1,6,42.87,2193111590
1499,0x82b838ad,0x0651076f,6,81,19.03,2193111213
1500,0x82b839d9,0x051c2253,5,28,87.87,2193111513
1501,0x82b83a86,0x001b398f,0,27,147.35,2193111686
1502,0x82b8398c,0x04176757,4,23,264.55,2193111436
1503,0x82b83bb8,0x070d1282,7,13,47.38,2193111992
1504,0x82b838f1,0x060c076e,6,12,19.02,2193111281
1505,0x82b83ac7,0x010610be,1,6,42.86,2193111751
1506,0x82b83ae5,0x03202cf8,3,32,115.12,2193111781
1507,0x82b8398f,0x022f4656,2,47,180.06,2193111439
1508,0x82b83b5a,0x003c397b,0,60,147.15,2193111898
1509,0x82b83b34,0x03052cf1,3,5,115.05,2193111860
1510,0x82b839d9,0x050c2253,5,12,87.87,2193111513
1511,0x82b8398c,0x041e6757,4,30,264.55,2193111436
1512,0x82b83bb8,0x07051282,7,5,47.38,2193111992
1513,0x82b838f1,0x0623076e,6,35,19.02,2193111281
1514,0x82b83ac7,0x013a10be,1,58,42.86,2193111751
1515,0x82b8398f,0x02024656,2,2,180.06,2193111439
1516,0x82b83c22,0x070e1280,7,14,47.36,2193112098
1517,0x82b83939,0x0614076d,6,20,19.01,2193111353
1518,0x82b839d9,0x05112253,5,17,87.87,2193111513
1519,0x82b83b34,0x030b2cf1,3,11,115.05,2193111860
1520,0x82b83b5a,0x0004397b,0,4,147.15,2193111898
1521,0x82b839d6,0x020a464f,2,10,179.99,2193111510
1522,0x82b83c8c,0x07071280,7,7,47.36,2193112204
1523,0x82b83a38,0x051e2251,5,30,87.85,2193111608
1524,0x82b8398c,0x04136757,4,19,264.55,2193111436
1525,0x82b83ac7,0x010210be,1,2,42.86,2193111751
1526,0x82b839d0,0x040d6756,4,13,264.54,2193111504
1527,0x82b83939,0x0637076d,6,55,19.01,2193111353
1528,0x82b83b34,0x03222cf1,3,34,115.05,2193111860
1529,0x82b83c8c,0x07291280,7,41,47.36,2193112204
1530,0x82b839d6,0x0206464f,2,6,179.99,2193111510
1531,0x82b83a38,0x052a2251,5,42,87.85,2193111608
1532,0x82b83b5a,0x0006397b,0,6,147.15,2193111898
1533,0x82b839a3,0x0612076d,6,18,19.01,2193111459
1534,0x82b83bca,0x03022ced,3,2,115.01,2193112010
1535,0x82b83d13,0x07011280,7,1,47.36,2193112339
1536,0x82b83a8e,0x0535224f,5,53,87.83,2193111694
1537,0x82b83c2f,0x001e3975,0,30,147.09,2193112111
1538,0x82b83ac7,0x010210be,1,2,42.86,2193111751
1539,0x82b839d0,0x040c6756,4,12,264.54,2193111504
1540,0x82b83a0c,0x060d076d,6,13,19.01,2193111564
1541,0x82b839d6,0x021f464f,2,31,179.99,2193111510
1542,0x82b83bcf,0x060c076b,6,12,18.99,2193112015
1543,0x82b83a54,0x041a6700,4,26,263.68,2193111636
1544,0x82b83d13,0x074a1280,7,74,47.36,2193112339
1545,0x82b83a8e,0x050a224f,5,10,87.83,2193111694
1546,0x82b83bca,0x032b2ced,3,43,115.01,2193112010
1547,0x82b83ac7,0x010a10be,1,10,42.86,2193111751
1548,0x82b83c2f,0x00073975,0,7,147.09,2193112111
1549,0x82b83d77,0x07151280,7,21,47.36,2193112439
1550,0x82b83ae3,0x040266dd,4,2,263.33,2193111779
1551,0x82b83bf8,0x03122ceb,3,18,114.99,2193112056
1552,0x82b83b09,0x0527224a,5,39,87.78,2193111817
1553,0x82b839d6,0x0208464f,2,8,179.99,2193111510
1554,0x82b83bcf,0x0609076b,6,9,18.99,2193112015
1555,0x82b83bb4,0x041866b7,4,24,262.95,2193111988
1556,0x82b83b45,0x0534223e,5,52,87.66,2193111877
1557,0x82b83b44,0x010a10bd,1,10,42.85,2193111876
1558,0x82b83a7a,0x0222464f,2,34,179.99,2193111674
1559,0x82b83b98,0x011710ba,1,23,42.82,2193111960
1560,0x82b83bf8,0x03262ceb,3,38,114.99,2193112056
1561,0x82b83c2f,0x003e3975,0,62,147.09,2193112111
1562,0x82b83bcf,0x0611076b,6,17,18.99,2193112015
1563,0x82b83b45,0x0506223e,5,6,87.66,2193111877
1564,0x82b83bb4,0x041166b7,4,17,262.95,2193111988
1565,0x82b83c16,0x012010ba,1,32,42.82,2193112086
1566,0x82b83c45,0x032a2c96,3,42,114.14,2193112133
1567,0x82b83cad,0x00183971,0,24,147.05,2193112237
1568,0x82b83c47,0x040966a3,4,9,262.75,2193112135
1569,0x82b83b80,0x050c223e,5,12,87.66,2193111936
1570,0x82b83a7a,0x0211464f,2,17,179.99,2193111674
1571,0x82b83cb6,0x030d2c90,3,13,114.08,2193112246
1572,0x82b83d77,0x071b1280,7,27,47.36,2193112439
1573,0x82b83bbf,0x054c223c,5,76,87.64,2193111999
1574,0x82b83bcf,0x0622076b,6,34,18.99,2193112015
1575,0x82b83ac1,0x0206464d,2,6,179.97,2193111745
1576,0x82b83c16,0x012d10ba,1,45,42.82,2193112086
1577,0x82b83cad,0x00173971,0,23,147.05,2193112237
1578,0x82b83c47,0x043a66a3,4,58,262.75,2193112135
