Symbol,Price,Type,Quantity
AAPL,159.66,BID,8
AAPL,159.75,ASK,69
AAPL,159.61,BID,86
AAPL,159.64,ASK,39
AAPL,159.52,BID,18
AAPL,159.49,ASK,31
AAPL,159.389,BID,68
AAPL,159.41,ASK,25
BUS,159.36,BID,16
BUS,159.41,ASK,12
BUS,159.35,BID,68
BUS,159.35,ASK,44
AAPL,159.34,BID,6
AAPL,159.37,ASK,37
BUS,159.3,BID,23
BUS,159.31,ASK,64
BUS,159.25,BID,28
BUS,159.21,ASK,36
BUS,159.18,BID,43
BUS,159.14,ASK,74
AAPL,159.13,BID,62
AAPL,159.2,ASK,26
MSFT,159.09,BID,100
MSFT,159.03,ASK,55
BUS,159.02,BID,29
BUS,159.02,ASK,48
BUS,159.01,BID,22
BUS,158.97,ASK,1
AAPL,158.96,BID,14
AAPL,158.92,ASK,40
AAPL,158.91,BID,92
AAPL,158.9,ASK,12
MSFT,158.89,BID,75
MSFT,158.85,ASK,1
BUS,158.84,BID,51
BUS,158.81,ASK,32
BUS,158.78,BID,11
BUS,158.74,ASK,102
BUS,158.67,BID,101
BUS,158.64,ASK,86
MSFT,158.6,BID,91
MSFT,158.6,ASK,38
BUS,158.59,BID,44
BUS,158.49,ASK,33
AAPL,158.47,BID,30
AAPL,158.52,ASK,55
BUS,158.403,BID,93
BUS,158.4,ASK,29
AAPL,158.378,BID,6
AAPL,158.31,ASK,99
BUS,158.29,BID,35
BUS,158.23,ASK,77
BUS,158.2,BID,67
BUS,158.2,ASK,23
MSFT,158.02,BID,95
MSFT,158.02,ASK,5
BUS,158.0,BID,80
BUS,158.01,ASK,62
AAPL,158.0,BID,34
AAPL,157.99,ASK,68
AAPL,157.89,BID,72
AAPL,157.96,ASK,65
AAPL,157.88,BID,86
AAPL,157.9,ASK,13
AAPL,157.87,BID,35
AAPL,157.82,ASK,69
BUS,157.81,BID,25
BUS,157.81,ASK,65
BUS,157.776,BID,29
BUS,157.77,ASK,21
BUS,157.76,BID,3
BUS,157.88,ASK,49
BUS,157.69,BID,63
BUS,157.7,ASK,28
AAPL,157.69,BID,49
AAPL,157.67,ASK,9
AAPL,157.66,BID,102
AAPL,157.67,ASK,48
MSFT,157.66,BID,86
MSFT,157.7,ASK,9
MSFT,157.57,BID,43
MSFT,157.59,ASK,96
BUS,157.57,BID,96
BUS,157.57,ASK,23
MSFT,157.53,BID,19
MSFT,157.52,ASK,89
AAPL,157.48,BID,42
AAPL,157.47,ASK,92
AAPL,157.36,BID,93
AAPL,157.37,ASK,58
AAPL,157.35,BID,57
AAPL,157.35,ASK,93
AAPL,157.34,BID,18
AAPL,157.38,ASK,81
AAPL,157.28,BID,94
AAPL,157.36,ASK,85
AAPL,157.28,BID,13
AAPL,157.18,ASK,24
BUS,157.17,BID,57
BUS,157.18,ASK,9
BUS,157.17,BID,34
BUS,157.18,ASK,49
BUS,157.09,BID,55
BUS,157.05,ASK,62
BUS,157.04,BID,26
BUS,156.98,ASK,19
BUS,156.96,BID,3
BUS,156.95,ASK,55
AAPL,156.94,BID,69
AAPL,156.94,ASK,26
AAPL,156.92,BID,61
AAPL,156.81,ASK,5
BUS,156.8,BID,69
BUS,156.8,ASK,85
BUS,156.79,BID,100
BUS,156.8,ASK,49
AAPL,156.76,BID,27
AAPL,156.81,ASK,89
BUS,156.75,BID,54
BUS,156.72,ASK,26
AAPL,156.71,BID,73
AAPL,156.71,ASK,55
AAPL,156.7,BID,9
AAPL,156.72,ASK,73
BUS,156.7,BID,9
BUS,156.7,ASK,37
BUS,156.67,BID,85
BUS,156.67,ASK,99
AAPL,156.62,BID,98
AAPL,156.88,ASK,14
BUS,156.61,BID,69
BUS,156.59,ASK,65
AAPL,156.53,BID,97
AAPL,156.6,ASK,32
BUS,156.46,BID,78
BUS,156.43,ASK,34
BUS,156.38,BID,75
BUS,156.38,ASK,73
BUS,156.37,BID,77
BUS,156.36,ASK,37
BUS,156.3,BID,47
BUS,156.29,ASK,55
BUS,156.28,BID,67
BUS,156.25,ASK,88
MSFT,156.18,BID,67
MSFT,156.13,ASK,46
BUS,156.11,BID,12
BUS,156.12,ASK,101
BUS,156.07,BID,39
BUS,156.06,ASK,87
BUS,156.05,BID,71
BUS,156.09,ASK,100
BUS,155.97,BID,71
BUS,155.97,ASK,52
AAPL,155.92,BID,100
AAPL,155.92,ASK,98
AAPL,155.91,BID,14
AAPL,155.91,ASK,102
AAPL,155.87,BID,27
AAPL,155.86,ASK,77
AAPL,155.85,BID,63
AAPL,155.86,ASK,50
BUS,155.82,BID,16
BUS,155.88,ASK,75
BUS,155.82,BID,46
BUS,155.83,ASK,11
BUS,155.8,BID,40
BUS,155.88,ASK,27
AAPL,155.77,BID,5
AAPL,155.71,ASK,100
BUS,155.57,BID,27
BUS,155.63,ASK,58
BUS,155.54,BID,7
BUS,155.55,ASK,69
BUS,155.54,BID,88
BUS,155.51,ASK,93
AAPL,155.5,BID,89
AAPL,155.38,ASK,44
AAPL,155.36,BID,34
AAPL,155.36,ASK,96
AAPL,155.33,BID,49
AAPL,155.32,ASK,42
BUS,155.31,BID,83
BUS,155.44,ASK,77
BUS,155.29,BID,8
BUS,155.29,ASK,69
MSFT,155.25,BID,31
MSFT,155.26,ASK,4
BUS,155.25,BID,57
BUS,155.29,ASK,1
BUS,155.21,BID,74
BUS,155.21,ASK,102
BUS,155.2,BID,90
BUS,155.18,ASK,54
BUS,155.167,BID,68
BUS,155.17,ASK,91
AAPL,155.13,BID,58
AAPL,155.12,ASK,36
AAPL,155.09,BID,98
AAPL,155.06,ASK,94
BUS,155.05,BID,83
BUS,155.0,ASK,73
BUS,154.99,BID,91
BUS,155.04,ASK,53
BUS,154.98,BID,60
BUS,155.0,ASK,31
AAPL,154.96,BID,99
AAPL,155.16,ASK,85
BUS,154.883,BID,39
BUS,154.88,ASK,2
BUS,154.87,BID,73
BUS,154.88,ASK,81
BUS,154.82,BID,26
BUS,154.85,ASK,6
AAPL,154.8,BID,39
AAPL,154.8,ASK,50
BUS,154.7,BID,93
BUS,154.68,ASK,96
BUS,154.67,BID,17
BUS,154.66,ASK,45
AAPL,154.65,BID,2
AAPL,154.66,ASK,98
BUS,154.607,BID,55
BUS,154.6,ASK,24
AAPL,154.56,BID,13
AAPL,154.54,ASK,78
AAPL,154.53,BID,56
AAPL,154.54,ASK,8
AAPL,154.52,BID,64
AAPL,154.5,ASK,52
BUS,154.49,BID,55
BUS,154.49,ASK,86
AAPL,154.48,BID,42
AAPL,154.49,ASK,45
AAPL,154.47,BID,82
AAPL,154.48,ASK,93
BUS,154.47,BID,33
BUS,154.46,ASK,50
AAPL,154.32,BID,83
AAPL,154.38,ASK,50
AAPL,154.31,BID,23
AAPL,154.38,ASK,42
BUS,154.26,BID,95
BUS,154.29,ASK,68
BUS,154.222,BID,47
BUS,154.27,ASK,11
BUS,154.22,BID,11
BUS,154.25,ASK,61
AAPL,154.21,BID,7
AAPL,154.16,ASK,65
BUS,154.13,BID,58
BUS,154.14,ASK,3
AAPL,154.11,BID,8
AAPL,154.12,ASK,44
BUS,154.022,BID,89
BUS,154.01,ASK,87
BUS,153.96,BID,11
BUS,153.9,ASK,45
AAPL,153.89,BID,63
AAPL,153.89,ASK,53
AAPL,153.85,BID,17
AAPL,153.85,ASK,52
AAPL,153.84,BID,6
AAPL,153.85,ASK,95
MSFT,153.83,BID,14
MSFT,153.9,ASK,36
BUS,153.82,BID,6
BUS,153.77,ASK,97
BUS,153.73,BID,15
BUS,153.72,ASK,97
AAPL,153.71,BID,50
AAPL,153.71,ASK,64
AAPL,153.7,BID,29
AAPL,153.71,ASK,33
AAPL,153.7,BID,43
AAPL,153.73,ASK,30
BUS,153.69,BID,78
BUS,153.73,ASK,21
BUS,153.66,BID,54
BUS,153.64,ASK,88
MSFT,153.54,BID,64
MSFT,153.59,ASK,43
AAPL,153.54,BID,23
AAPL,153.62,ASK,54
AAPL,153.47,BID,45
AAPL,153.46,ASK,11
BUS,153.35,BID,95
BUS,153.34,ASK,71
BUS,153.29,BID,77
BUS,153.29,ASK,80
AAPL,153.13,BID,50
AAPL,153.14,ASK,8
AAPL,153.11,BID,19
AAPL,153.1,ASK,85
BUS,153.09,BID,50
BUS,153.09,ASK,91
AAPL,153.06,BID,97
AAPL,153.04,ASK,7
AAPL,153.01,BID,20
AAPL,153.0,ASK,19
AAPL,152.98,BID,65
AAPL,152.98,ASK,7
BUS,152.97,BID,11
BUS,153.05,ASK,83
BUS,152.94,BID,10
BUS,152.95,ASK,51
AAPL,152.9,BID,23
AAPL,152.9,ASK,53
AAPL,152.72,BID,76
AAPL,152.71,ASK,4
AAPL,152.55,BID,57
AAPL,152.55,ASK,28
AAPL,152.54,BID,99
AAPL,152.55,ASK,22
AAPL,152.53,BID,2
AAPL,152.55,ASK,97
AAPL,152.517,BID,75
AAPL,152.51,ASK,71
BUS,152.48,BID,96
BUS,152.45,ASK,76
AAPL,152.425,BID,18
AAPL,152.54,ASK,43
BUS,152.42,BID,48
BUS,152.44,ASK,34
BUS,152.42,BID,16
BUS,152.43,ASK,9
BUS,152.42,BID,88
BUS,152.43,ASK,80
AAPL,152.4,BID,45
AAPL,152.39,ASK,9
AAPL,152.38,BID,64
AAPL,152.36,ASK,45
BUS,152.29,BID,84
BUS,152.33,ASK,1
BUS,152.258,BID,57
BUS,152.24,ASK,85
AAPL,152.141,BID,8
AAPL,152.15,ASK,80
BUS,152.1,BID,99
BUS,152.04,ASK,59
AAPL,151.982,BID,43
AAPL,151.96,ASK,62
MSFT,151.94,BID,48
MSFT,152.03,ASK,29
BUS,151.94,BID,50
BUS,151.89,ASK,53
BUS,151.88,BID,62
BUS,151.89,ASK,47
AAPL,151.87,BID,64
AAPL,151.86,ASK,37
BUS,151.8,BID,10
BUS,151.81,ASK,83
BUS,151.8,BID,68
BUS,151.81,ASK,97
BUS,151.773,BID,95
BUS,151.78,ASK,79
AAPL,151.756,BID,49
AAPL,151.76,ASK,79
AAPL,151.714,BID,94
AAPL,151.69,ASK,25
AAPL,151.572,BID,3
AAPL,151.62,ASK,7
AAPL,151.57,BID,42
AAPL,151.56,ASK,88
BUS,151.5,BID,10
BUS,151.64,ASK,82
AAPL,151.49,BID,84
AAPL,151.49,ASK,83
BUS,151.36,BID,91
BUS,151.37,ASK,70
AAPL,151.32,BID,83
AAPL,151.38,ASK,82
AAPL,151.279,BID,21
AAPL,151.28,ASK,40
BUS,151.229,BID,85
BUS,151.25,ASK,29
AAPL,151.204,BID,15
AAPL,151.23,ASK,4
AAPL,151.162,BID,45
AAPL,151.13,ASK,41
AAPL,151.12,BID,73
AAPL,151.14,ASK,5
AAPL,151.11,BID,5
AAPL,151.14,ASK,91
AAPL,151.11,BID,27
AAPL,151.11,ASK,16
BUS,151.045,BID,66
BUS,151.05,ASK,51
AAPL,151.029,BID,32
AAPL,151.02,ASK,46
BUS,151.01,BID,99
BUS,151.01,ASK,57
AAPL,151.0,BID,29
AAPL,151.0,ASK,64
AAPL,150.987,BID,38
AAPL,150.98,ASK,64
AAPL,150.97,BID,16
AAPL,150.97,ASK,31
AAPL,150.96,BID,53
AAPL,150.93,ASK,74
BUS,150.92,BID,15
BUS,150.93,ASK,18
BUS,150.91,BID,86
BUS,150.91,ASK,84
AAPL,150.89,BID,47
AAPL,150.88,ASK,78
AAPL,150.85,BID,27
AAPL,150.86,ASK,41
AAPL,150.753,BID,96
AAPL,150.81,ASK,29
AAPL,150.75,BID,62
AAPL,150.77,ASK,35
BUS,150.74,BID,62
BUS,150.74,ASK,35
BUS,150.71,BID,46
BUS,150.72,ASK,21
AAPL,150.652,BID,85
AAPL,150.64,ASK,52
MSFT,150.62,BID,35
MSFT,150.63,ASK,102
AAPL,150.62,BID,16
AAPL,150.57,ASK,6
AAPL,150.552,BID,71
AAPL,150.56,ASK,5
BUS,150.54,BID,29
BUS,150.56,ASK,29
AAPL,150.54,BID,93
AAPL,150.53,ASK,54
BUS,150.49,BID,52
BUS,150.55,ASK,40
AAPL,150.46,BID,92
AAPL,150.45,ASK,69
AAPL,150.45,BID,101
AAPL,150.46,ASK,90
AAPL,150.45,BID,92
AAPL,150.45,ASK,33
AAPL,150.234,BID,100
AAPL,150.26,ASK,39
AAPL,150.22,BID,77
AAPL,150.25,ASK,100
AAPL,150.15,BID,20
AAPL,150.25,ASK,80
AAPL,150.126,BID,26
AAPL,150.07,ASK,6
AAPL,150.034,BID,56
AAPL,150.04,ASK,72
AAPL,150.02,BID,69
AAPL,150.0,ASK,73
AAPL,149.983,BID,22
AAPL,150.0,ASK,67
BUS,149.87,BID,37
BUS,149.88,ASK,9
AAPL,149.8,BID,72
AAPL,149.8,ASK,77
AAPL,149.79,BID,28
AAPL,149.8,ASK,50
BUS,149.77,BID,90
BUS,149.76,ASK,20
AAPL,149.71,BID,61
AAPL,149.71,ASK,62
AAPL,149.666,BID,91
AAPL,149.65,ASK,23
AAPL,149.64,BID,67
AAPL,149.65,ASK,34
AAPL,149.64,BID,53
AAPL,149.7,ASK,54
AAPL,149.63,BID,85
AAPL,149.63,ASK,42
MSFT,149.62,BID,73
MSFT,149.68,ASK,91
AAPL,149.61,BID,64
AAPL,149.62,ASK,46
AAPL,149.591,BID,5
AAPL,149.57,ASK,90
AAPL,149.56,BID,87
AAPL,149.52,ASK,74
BUS,149.5,BID,95
BUS,149.51,ASK,86
AAPL,149.499,BID,53
AAPL,149.46,ASK,6
AAPL,149.415,BID,1
AAPL,149.42,ASK,60
BUS,149.382,BID,82
BUS,149.38,ASK,94
AAPL,149.37,BID,80
AAPL,149.35,ASK,97
BUS,149.306,BID,12
BUS,149.29,ASK,83
AAPL,149.28,BID,69
AAPL,149.29,ASK,65
AAPL,149.26,BID,86
AAPL,149.26,ASK,80
BUS,149.25,BID,75
BUS,149.27,ASK,52
BUS,149.25,BID,96
BUS,149.26,ASK,29
AAPL,149.239,BID,68
AAPL,149.22,ASK,45
BUS,149.11,BID,32
BUS,149.12,ASK,54
AAPL,149.1,BID,31
AAPL,149.1,ASK,2
AAPL,149.09,BID,28
AAPL,149.1,ASK,55
BUS,149.04,BID,41
BUS,149.07,ASK,20
AAPL,149.014,BID,5
AAPL,149.03,ASK,23
AAPL,149.0,BID,62
AAPL,149.0,ASK,9
AAPL,148.98,BID,53
AAPL,148.97,ASK,80
BUS,148.96,BID,97
BUS,148.98,ASK,9
AAPL,148.94,BID,18
AAPL,148.94,ASK,80
BUS,148.93,BID,101
BUS,148.91,ASK,83
AAPL,148.9,BID,31
AAPL,148.89,ASK,36
BUS,148.87,BID,80
BUS,148.92,ASK,28
AAPL,148.855,BID,43
AAPL,148.86,ASK,59
AAPL,148.85,BID,22
AAPL,148.86,ASK,5
AAPL,148.79,BID,58
AAPL,148.79,ASK,12
AAPL,148.78,BID,6
AAPL,148.79,ASK,14
AAPL,148.77,BID,77
AAPL,148.84,ASK,47
AAPL,148.721,BID,58
AAPL,148.71,ASK,25
AAPL,148.7,BID,57
AAPL,148.69,ASK,102
AAPL,148.679,BID,37
AAPL,148.68,ASK,65
AAPL,148.66,BID,6
AAPL,148.65,ASK,23
BUS,148.64,BID,48
BUS,148.62,ASK,70
AAPL,148.596,BID,84
AAPL,148.6,ASK,80
AAPL,148.57,BID,100
AAPL,148.57,ASK,23
BUS,148.504,BID,100
BUS,148.59,ASK,70
AAPL,148.495,BID,79
AAPL,148.51,ASK,2
AAPL,148.48,BID,88
AAPL,148.48,ASK,16
AAPL,148.47,BID,42
AAPL,148.48,ASK,50
AAPL,148.47,BID,55
AAPL,148.48,ASK,3
BUS,148.44,BID,29
BUS,148.43,ASK,26
AAPL,148.395,BID,77
AAPL,148.37,ASK,79
AAPL,148.37,BID,42
AAPL,148.4,ASK,61
AAPL,148.345,BID,24
AAPL,148.35,ASK,60
MSFT,148.33,BID,20
MSFT,148.34,ASK,77
BUS,148.203,BID,11
BUS,148.28,ASK,85
AAPL,148.19,BID,56
AAPL,148.19,ASK,51
BUS,148.17,BID,51
BUS,148.27,ASK,18
AAPL,148.144,BID,29
AAPL,148.19,ASK,68
AAPL,148.14,BID,3
AAPL,148.17,ASK,22
BUS,148.14,BID,99
BUS,148.23,ASK,93
AAPL,148.019,BID,17
AAPL,148.03,ASK,27
AAPL,148.002,BID,15
AAPL,148.01,ASK,5
AAPL,148.0,BID,74
AAPL,148.03,ASK,20
AAPL,148.0,BID,44
AAPL,147.93,ASK,9
AAPL,147.91,BID,72
AAPL,147.92,ASK,57
AAPL,147.877,BID,3
AAPL,147.88,ASK,39
AAPL,147.81,BID,85
AAPL,147.81,ASK,78
BUS,147.718,BID,5
BUS,147.76,ASK,46
BUS,147.66,BID,68
BUS,147.7,ASK,1
AAPL,147.567,BID,80
AAPL,147.56,ASK,28
AAPL,147.392,BID,57
AAPL,147.4,ASK,73
BUS,147.39,BID,44
BUS,147.44,ASK,50
AAPL,147.35,BID,94
AAPL,147.36,ASK,3
BUS,147.34,BID,17
BUS,147.34,ASK,11
BUS,147.33,BID,72
BUS,147.31,ASK,46
AAPL,147.3,BID,3
AAPL,147.33,ASK,21
BUS,147.183,BID,1
BUS,147.18,ASK,18
AAPL,147.15,BID,70
AAPL,147.15,ASK,32
BUS,147.14,BID,25
BUS,147.16,ASK,64
BUS,147.14,BID,65
BUS,147.14,ASK,82
AAPL,147.099,BID,94
AAPL,147.13,ASK,90
AAPL,147.09,BID,99
AAPL,147.06,ASK,87
AAPL,147.05,BID,47
AAPL,147.04,ASK,4
AAPL,146.957,BID,44
AAPL,146.95,ASK,36
AAPL,146.92,BID,56
AAPL,146.94,ASK,7
MSFT,146.88,BID,17
MSFT,146.92,ASK,10
AAPL,146.798,BID,90
AAPL,146.8,ASK,86
AAPL,146.79,BID,38
AAPL,146.81,ASK,30
AAPL,146.78,BID,82
AAPL,146.81,ASK,8
AAPL,146.765,BID,27
AAPL,146.75,ASK,32
BUS,146.74,BID,56
BUS,146.9,ASK,63
AAPL,146.73,BID,29
AAPL,146.72,ASK,43
AAPL,146.681,BID,46
AAPL,146.7,ASK,102
BUS,146.65,BID,21
BUS,146.72,ASK,36
BUS,146.65,BID,37
BUS,146.65,ASK,43
AAPL,146.62,BID,81
AAPL,146.62,ASK,3
AAPL,146.6,BID,27
AAPL,146.61,ASK,37
MSFT,146.57,BID,7
MSFT,146.57,ASK,10
AAPL,146.56,BID,69
AAPL,146.55,ASK,92
AAPL,146.422,BID,80
AAPL,146.42,ASK,75
AAPL,146.41,BID,66
AAPL,146.39,ASK,32
AAPL,146.36,BID,8
AAPL,146.37,ASK,68
AAPL,146.347,BID,87
AAPL,146.35,ASK,41
AAPL,146.24,BID,22
AAPL,146.17,ASK,91
AAPL,146.16,BID,6
AAPL,146.15,ASK,11
AAPL,146.138,BID,35
AAPL,146.14,ASK,66
BUS,146.13,BID,41
BUS,146.14,ASK,70
AAPL,146.112,BID,84
AAPL,146.14,ASK,51
AAPL,146.09,BID,68
AAPL,146.09,ASK,47
AAPL,146.079,BID,37
AAPL,146.07,ASK,34
AAPL,146.004,BID,8
AAPL,146.03,ASK,32
BUS,146.0,BID,3
BUS,146.01,ASK,10
BUS,145.94,BID,6
BUS,145.95,ASK,48
AAPL,145.94,BID,13
AAPL,145.95,ASK,17
AAPL,145.92,BID,31
AAPL,145.95,ASK,29
AAPL,145.912,BID,67
AAPL,145.9,ASK,80
BUS,145.89,BID,27
BUS,145.89,ASK,46
AAPL,145.88,BID,24
AAPL,145.89,ASK,91
AAPL,145.87,BID,93
AAPL,145.93,ASK,97
AAPL,145.86,BID,39
AAPL,145.83,ASK,45
BUS,145.75,BID,38
BUS,145.72,ASK,47
AAPL,145.7,BID,40
AAPL,145.7,ASK,19
AAPL,145.68,BID,22
AAPL,145.63,ASK,18
AAPL,145.61,BID,48
AAPL,145.62,ASK,40
BUS,145.61,BID,72
BUS,145.61,ASK,87
AAPL,145.552,BID,63
AAPL,145.56,ASK,9
AAPL,145.54,BID,67
AAPL,145.52,ASK,29
AAPL,145.51,BID,72
AAPL,145.5,ASK,63
AAPL,145.49,BID,29
AAPL,145.49,ASK,31
AAPL,145.469,BID,5
AAPL,145.46,ASK,4
AAPL,145.393,BID,90
AAPL,145.4,ASK,33
AAPL,145.39,BID,33
AAPL,145.4,ASK,51
AAPL,145.38,BID,84
AAPL,145.39,ASK,72
AAPL,145.36,BID,83
AAPL,145.34,ASK,79
BUS,145.2,BID,57
BUS,145.21,ASK,102
AAPL,145.084,BID,51
AAPL,145.11,ASK,10
AAPL,145.06,BID,64
AAPL,145.01,ASK,15
AAPL,145.0,BID,8
AAPL,144.99,ASK,40
AAPL,144.98,BID,58
AAPL,145.0,ASK,98
AAPL,144.94,BID,34
AAPL,144.91,ASK,14
BUS,144.9,BID,8
BUS,144.92,ASK,29
AAPL,144.84,BID,77
AAPL,144.84,ASK,91
BUS,144.81,BID,88
BUS,144.8,ASK,87
AAPL,144.683,BID,8
AAPL,144.6,ASK,30
AAPL,144.532,BID,87
AAPL,144.51,ASK,13
AAPL,144.5,BID,65
AAPL,144.5,ASK,35
BUS,144.34,BID,6
BUS,144.39,ASK,24
AAPL,144.298,BID,28
AAPL,144.3,ASK,63
BUS,144.29,BID,7
BUS,144.36,ASK,37
AAPL,144.22,BID,56
AAPL,144.23,ASK,33
AAPL,143.95,BID,63
AAPL,143.94,ASK,5
BUS,143.91,BID,76
BUS,143.92,ASK,82
AAPL,143.91,BID,66
AAPL,143.91,ASK,37
BUS,143.9,BID,19
BUS,143.9,ASK,28
AAPL,143.88,BID,30
AAPL,143.8,ASK,102
AAPL,143.771,BID,5
AAPL,143.76,ASK,49
AAPL,143.75,BID,82
AAPL,143.75,ASK,83
BUS,143.73,BID,13
BUS,143.71,ASK,99
BUS,143.671,BID,10
BUS,143.59,ASK,102
BUS,143.412,BID,38
BUS,143.42,ASK,47
AAPL,143.41,BID,86
AAPL,143.41,ASK,78
BUS,143.4,BID,63
BUS,143.4,ASK,89
AAPL,143.39,BID,20
AAPL,143.33,ASK,73
AAPL,143.32,BID,68
AAPL,143.32,ASK,81
AAPL,143.31,BID,37
AAPL,143.29,ASK,25
BUS,143.28,BID,15
BUS,143.24,ASK,96
AAPL,143.228,BID,45
AAPL,143.23,ASK,89
AAPL,143.2,BID,20
AAPL,143.19,ASK,6
AAPL,143.18,BID,56
AAPL,143.15,ASK,102
AAPL,143.14,BID,67
AAPL,143.04,ASK,90
AAPL,143.01,BID,68
AAPL,143.02,ASK,77
AAPL,142.99,BID,18
AAPL,143.0,ASK,65
AAPL,142.97,BID,102
AAPL,142.96,ASK,67
AAPL,142.935,BID,22
AAPL,142.94,ASK,30
AAPL,142.91,BID,102
AAPL,142.94,ASK,34
AAPL,142.894,BID,57
AAPL,142.9,ASK,11
AAPL,142.88,BID,82
AAPL,142.87,ASK,60
AAPL,142.84,BID,55
AAPL,142.81,ASK,86
AAPL,142.726,BID,46
AAPL,142.67,ASK,62
MSFT,142.659,BID,62
MSFT,142.67,ASK,1
AAPL,142.63,BID,78
AAPL,142.61,ASK,46
AAPL,142.593,BID,96
AAPL,142.6,ASK,18
BUS,142.59,BID,81
BUS,142.59,ASK,86
AAPL,142.58,BID,40
AAPL,142.59,ASK,48
AAPL,142.55,BID,29
AAPL,142.53,ASK,37
AAPL,142.52,BID,2
AAPL,142.53,ASK,91
AAPL,142.5,BID,93
AAPL,142.65,ASK,15
AAPL,142.47,BID,26
AAPL,142.45,ASK,26
AAPL,142.44,BID,77
AAPL,142.58,ASK,82
AAPL,142.409,BID,30
AAPL,142.41,ASK,45
AAPL,142.2,BID,32
AAPL,142.2,ASK,17
MSFT,142.16,BID,24
MSFT,142.34,ASK,62
BUS,142.09,BID,43
BUS,142.1,ASK,39
AAPL,142.09,BID,83
AAPL,142.02,ASK,48
AAPL,142.01,BID,101
AAPL,141.98,ASK,15
AAPL,141.915,BID,75
AAPL,141.93,ASK,102
AAPL,141.865,BID,79
AAPL,141.87,ASK,38
AAPL,141.85,BID,97
AAPL,141.83,ASK,2
AAPL,141.715,BID,10
AAPL,141.72,ASK,4
BUS,141.71,BID,39
BUS,141.65,ASK,49
AAPL,141.61,BID,34
AAPL,141.6,ASK,71
BUS,141.514,BID,83
BUS,141.51,ASK,3
AAPL,141.456,BID,59
AAPL,141.46,ASK,20
AAPL,141.33,BID,54
AAPL,141.35,ASK,7
BUS,141.297,BID,30
BUS,141.32,ASK,49
AAPL,141.28,BID,25
AAPL,141.16,ASK,51
AAPL,141.15,BID,93
AAPL,141.11,ASK,42
AAPL,141.1,BID,85
AAPL,141.1,ASK,3
BUS,140.99,BID,40
BUS,141.0,ASK,15
AAPL,140.99,BID,67
AAPL,140.97,ASK,57
AAPL,140.95,BID,58
AAPL,140.94,ASK,98
BUS,140.93,BID,81
BUS,140.87,ASK,36
AAPL,140.828,BID,26
AAPL,140.83,ASK,58
BUS,140.79,BID,15
BUS,140.81,ASK,94
AAPL,140.787,BID,35
AAPL,140.71,ASK,57
AAPL,140.7,BID,22
AAPL,140.5,ASK,64
BUS,140.4,BID,87
BUS,140.46,ASK,33
AAPL,140.39,BID,2
AAPL,140.4,ASK,19
BUS,140.218,BID,68
BUS,140.19,ASK,29
AAPL,140.18,BID,7
AAPL,140.14,ASK,42
BUS,140.1,BID,63
BUS,140.12,ASK,76
BUS,140.1,BID,83
BUS,140.01,ASK,29
BUS,139.967,BID,67
BUS,139.99,ASK,75
AAPL,139.94,BID,24
AAPL,139.96,ASK,80
AAPL,139.92,BID,44
AAPL,139.96,ASK,67
BUS,139.92,BID,6
BUS,139.9,ASK,19
BUS,139.89,BID,34
BUS,139.9,ASK,76
BUS,139.71,BID,63
BUS,139.72,ASK,40
BUS,139.7,BID,94
BUS,139.61,ASK,14
AAPL,139.507,BID,53
AAPL,139.51,ASK,9
BUS,139.5,BID,34
BUS,139.45,ASK,1
AAPL,139.248,BID,54
AAPL,139.26,ASK,102
BUS,139.215,BID,11
BUS,139.22,ASK,59
AAPL,139.19,BID,61
AAPL,139.2,ASK,50
BUS,139.17,BID,4
BUS,139.24,ASK,30
BUS,139.131,BID,38
BUS,139.12,ASK,20
BUS,139.06,BID,14
BUS,139.04,ASK,23
BUS,138.981,BID,7
BUS,138.98,ASK,84
AAPL,138.97,BID,5
AAPL,138.98,ASK,47
AAPL,138.95,BID,15
AAPL,138.95,ASK,85
AAPL,138.931,BID,44
AAPL,138.97,ASK,38
AAPL,138.93,BID,20
AAPL,138.94,ASK,35
AAPL,138.93,BID,37
AAPL,138.94,ASK,38
AAPL,138.92,BID,29
AAPL,138.89,ASK,37
BUS,138.855,BID,78
BUS,138.86,ASK,11
MSFT,138.797,BID,23
MSFT,138.8,ASK,71
BUS,138.76,BID,53
BUS,138.78,ASK,13
BUS,138.72,BID,33
BUS,138.71,ASK,40
BUS,138.68,BID,71
BUS,138.67,ASK,56
BUS,138.504,BID,82
BUS,138.44,ASK,82
BUS,138.421,BID,100
BUS,138.45,ASK,16
AAPL,138.42,BID,84
AAPL,138.4,ASK,49
AAPL,138.39,BID,50
AAPL,138.51,ASK,15
AAPL,138.337,BID,57
AAPL,138.3,ASK,59
AAPL,138.278,BID,68
AAPL,138.25,ASK,82
BUS,138.13,BID,10
BUS,138.16,ASK,64
AAPL,138.12,BID,50
AAPL,138.09,ASK,47
AAPL,137.88,BID,73
AAPL,137.91,ASK,69
BUS,137.83,BID,3
BUS,137.86,ASK,57
AAPL,137.676,BID,68
AAPL,137.63,ASK,33
BUS,137.59,BID,48
BUS,137.56,ASK,78
BUS,137.55,BID,63
BUS,137.56,ASK,3
BUS,137.55,BID,7
BUS,137.51,ASK,39
BUS,137.5,BID,96
BUS,137.49,ASK,27
AAPL,137.442,BID,23
AAPL,137.45,ASK,92
AAPL,137.44,BID,61
